image_path,race,dominant_race,region,face_confidence,gender,dominant_gender
dlib/Jennifer_Aniston_-14.png,"{'asian': np.float32(11.971263), 'indian': np.float32(5.6734314), 'black': np.float32(2.0701234), 'white': np.float32(36.7971), 'middle eastern': np.float32(19.947882), 'latino hispanic': np.float32(23.540192)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (142, 117), 'right_eye': (104, 115)}",0.61,"{'Woman': np.float32(19.410715), 'Man': np.float32(80.58928)}",Man
dlib/Jennifer_Aniston_-12.png,"{'asian': np.float32(8.704818), 'indian': np.float32(8.590451), 'black': np.float32(2.2747045), 'white': np.float32(33.536648), 'middle eastern': np.float32(19.953146), 'latino hispanic': np.float32(26.940235)}",white,"{'x': 74, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (147, 112), 'right_eye': (104, 117)}",1.0,"{'Woman': np.float32(41.429123), 'Man': np.float32(58.57088)}",Man
dlib/Jennifer_Aniston_-3.png,"{'asian': np.float32(2.9992216), 'indian': np.float32(2.0738823), 'black': np.float32(0.69942784), 'white': np.float32(54.65576), 'middle eastern': np.float32(15.369704), 'latino hispanic': np.float32(24.202002)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (142, 112), 'right_eye': (101, 114)}",1.0,"{'Woman': np.float32(0.20292103), 'Man': np.float32(99.79707)}",Man
dlib/Jennifer_Aniston_-9.png,"{'asian': np.float32(0.00097061537), 'indian': np.float32(0.003686541), 'black': np.float32(9.359083e-05), 'white': np.float32(97.31973), 'middle eastern': np.float32(1.5303615), 'latino hispanic': np.float32(1.1451564)}",white,"{'x': 74, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (144, 116), 'right_eye': (101, 110)}",1.0,"{'Woman': np.float32(40.994095), 'Man': np.float32(59.00591)}",Man
dlib/Jennifer_Aniston_-16.png,"{'asian': np.float32(5.081622), 'indian': np.float32(0.69220203), 'black': np.float32(0.15995516), 'white': np.float32(74.81181), 'middle eastern': np.float32(4.9255037), 'latino hispanic': np.float32(14.328906)}",white,"{'x': 74, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (146, 110), 'right_eye': (99, 121)}",0.8,"{'Woman': np.float32(80.923096), 'Man': np.float32(19.076904)}",Woman
dlib/Jennifer_Aniston_-1.png,"{'asian': np.float32(0.0017459922), 'indian': np.float32(0.00040264308), 'black': np.float32(5.1808142e-06), 'white': np.float32(99.520706), 'middle eastern': np.float32(0.3117172), 'latino hispanic': np.float32(0.16542646)}",white,"{'x': 74, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (145, 109), 'right_eye': (102, 118)}",1.0,"{'Woman': np.float32(15.803601), 'Man': np.float32(84.196396)}",Man
dlib/Jennifer_Aniston_-20.png,"{'asian': np.float32(0.9586506), 'indian': np.float32(0.281814), 'black': np.float32(0.061997008), 'white': np.float32(84.413), 'middle eastern': np.float32(5.56087), 'latino hispanic': np.float32(8.723662)}",white,"{'x': 74, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (147, 112), 'right_eye': (106, 113)}",1.0,"{'Woman': np.float32(7.116739), 'Man': np.float32(92.88326)}",Man
dlib/Jennifer_Aniston_-2.png,"{'asian': np.float32(17.30402), 'indian': np.float32(5.291727), 'black': np.float32(1.7983335), 'white': np.float32(39.38387), 'middle eastern': np.float32(17.880287), 'latino hispanic': np.float32(18.341763)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (145, 115), 'right_eye': (104, 112)}",1.0,"{'Woman': np.float32(1.097616), 'Man': np.float32(98.90238)}",Man
dlib/Jennifer_Aniston_-6.png,"{'asian': np.float32(1.6958355e-08), 'indian': np.float32(2.830879e-07), 'black': np.float32(1.914848e-10), 'white': np.float32(99.97345), 'middle eastern': np.float32(0.022440307), 'latino hispanic': np.float32(0.0041128327)}",white,"{'x': 74, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (144, 114), 'right_eye': (105, 115)}",1.0,"{'Woman': np.float32(37.294277), 'Man': np.float32(62.70572)}",Man
dlib/Jennifer_Aniston_-15.png,"{'asian': np.float32(4.4710264), 'indian': np.float32(4.231361), 'black': np.float32(1.0014433), 'white': np.float32(54.478), 'middle eastern': np.float32(16.832815), 'latino hispanic': np.float32(18.985353)}",white,"{'x': 57, 'y': 86, 'w': 129, 'h': 129, 'left_eye': (153, 124), 'right_eye': (99, 113)}",0.63,"{'Woman': np.float32(1.8074579), 'Man': np.float32(98.19255)}",Man
dlib/Tom_Daschle_-4.png,"{'asian': np.float32(0.013913532), 'indian': np.float32(0.010671161), 'black': np.float32(0.00042722313), 'white': np.float32(95.52568), 'middle eastern': np.float32(1.345031), 'latino hispanic': np.float32(3.1042771)}",white,"{'x': 74, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (141, 122), 'right_eye': (105, 111)}",1.0,"{'Woman': np.float32(0.008119782), 'Man': np.float32(99.99188)}",Man
dlib/Tom_Daschle_-8.png,"{'asian': np.float32(6.1088886), 'indian': np.float32(4.8425055), 'black': np.float32(0.5635976), 'white': np.float32(48.06214), 'middle eastern': np.float32(16.774736), 'latino hispanic': np.float32(23.648136)}",white,"{'x': 57, 'y': 71, 'w': 129, 'h': 129, 'left_eye': (144, 114), 'right_eye': (99, 115)}",1.0,"{'Woman': np.float32(0.0009831688), 'Man': np.float32(99.99902)}",Man
dlib/Tom_Daschle_-5.png,"{'asian': np.float32(2.5201895), 'indian': np.float32(2.0875204), 'black': np.float32(0.5357833), 'white': np.float32(64.24092), 'middle eastern': np.float32(14.290545), 'latino hispanic': np.float32(16.325039)}",white,"{'x': 74, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (145, 117), 'right_eye': (102, 113)}",1.0,"{'Woman': np.float32(0.0029250444), 'Man': np.float32(99.99708)}",Man
dlib/Tom_Daschle_-19.png,"{'asian': np.float32(4.1095357), 'indian': np.float32(11.856832), 'black': np.float32(1.3120887), 'white': np.float32(18.104958), 'middle eastern': np.float32(53.45394), 'latino hispanic': np.float32(11.162646)}",middle eastern,"{'x': 70, 'y': 81, 'w': 90, 'h': 89, 'left_eye': (122, 117), 'right_eye': (97, 116)}",1.0,"{'Woman': np.float32(0.049698394), 'Man': np.float32(99.9503)}",Man
dlib/Tom_Daschle_-18.png,"{'asian': np.float32(26.383049), 'indian': np.float32(18.477919), 'black': np.float32(4.9522705), 'white': np.float32(15.085774), 'middle eastern': np.float32(11.672999), 'latino hispanic': np.float32(23.427994)}",asian,"{'x': 74, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (143, 115), 'right_eye': (106, 116)}",1.0,"{'Woman': np.float32(0.008771502), 'Man': np.float32(99.99123)}",Man
dlib/Tom_Daschle_-11.png,"{'asian': np.float32(3.1548648), 'indian': np.float32(12.554656), 'black': np.float32(7.6103635), 'white': np.float32(39.147213), 'middle eastern': np.float32(10.980149), 'latino hispanic': np.float32(26.552755)}",white,"{'x': 62, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (143, 117), 'right_eye': (103, 105)}",0.23,"{'Woman': np.float32(0.0025366494), 'Man': np.float32(99.99746)}",Man
dlib/Tom_Daschle_-10.png,"{'asian': np.float32(0.45958677), 'indian': np.float32(0.0044241026), 'black': np.float32(0.0002081594), 'white': np.float32(97.770256), 'middle eastern': np.float32(1.3470623), 'latino hispanic': np.float32(0.41845775)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (144, 111), 'right_eye': (111, 110)}",1.0,"{'Woman': np.float32(0.16353686), 'Man': np.float32(99.836464)}",Man
dlib/Tom_Daschle_-13.png,"{'asian': np.float32(44.96804), 'indian': np.float32(10.548723), 'black': np.float32(13.483069), 'white': np.float32(5.5548587), 'middle eastern': np.float32(2.9051902), 'latino hispanic': np.float32(22.540117)}",asian,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (142, 109), 'right_eye': (103, 115)}",1.0,"{'Woman': np.float32(0.0030875485), 'Man': np.float32(99.99691)}",Man
dlib/Tom_Daschle_-7.png,"{'asian': np.float32(3.0363822), 'indian': np.float32(0.7525492), 'black': np.float32(0.12794012), 'white': np.float32(70.82766), 'middle eastern': np.float32(10.966586), 'latino hispanic': np.float32(14.288889)}",white,"{'x': 74, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (141, 110), 'right_eye': (103, 116)}",1.0,"{'Woman': np.float32(0.020853743), 'Man': np.float32(99.97914)}",Man
dlib/Tom_Daschle_-17.png,"{'asian': np.float32(4.7410436), 'indian': np.float32(6.6360645), 'black': np.float32(1.8435804), 'white': np.float32(37.361465), 'middle eastern': np.float32(22.979836), 'latino hispanic': np.float32(26.438013)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (141, 108), 'right_eye': (101, 116)}",1.0,"{'Woman': np.float32(0.002822907), 'Man': np.float32(99.99718)}",Man
dlib/Tom_Daschle_-14.png,"{'asian': np.float32(18.109295), 'indian': np.float32(24.700373), 'black': np.float32(13.588427), 'white': np.float32(7.2382236), 'middle eastern': np.float32(7.2236514), 'latino hispanic': np.float32(29.140028)}",latino hispanic,"{'x': 74, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (149, 112), 'right_eye': (104, 115)}",1.0,"{'Woman': np.float32(0.0041588605), 'Man': np.float32(99.99584)}",Man
dlib/Tom_Daschle_-12.png,"{'asian': np.float32(32.615925), 'indian': np.float32(3.0128357), 'black': np.float32(0.882482), 'white': np.float32(36.532726), 'middle eastern': np.float32(12.550433), 'latino hispanic': np.float32(14.405603)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (145, 113), 'right_eye': (106, 108)}",0.92,"{'Woman': np.float32(0.14826646), 'Man': np.float32(99.85173)}",Man
dlib/Tom_Daschle_-3.png,"{'asian': np.float32(2.9727452), 'indian': np.float32(1.2749418), 'black': np.float32(0.21205121), 'white': np.float32(68.75461), 'middle eastern': np.float32(14.323637), 'latino hispanic': np.float32(12.462024)}",white,"{'x': 74, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (143, 112), 'right_eye': (102, 112)}",1.0,"{'Woman': np.float32(0.076291814), 'Man': np.float32(99.923706)}",Man
dlib/Tom_Daschle_-9.png,"{'asian': np.float32(0.00021158237), 'indian': np.float32(0.0007291671), 'black': np.float32(1.7908578e-05), 'white': np.float32(99.12101), 'middle eastern': np.float32(0.46341676), 'latino hispanic': np.float32(0.41461295)}",white,"{'x': 74, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (145, 111), 'right_eye': (103, 114)}",1.0,"{'Woman': np.float32(0.0012191164), 'Man': np.float32(99.99879)}",Man
dlib/Tom_Daschle_-16.png,"{'asian': np.float32(4.1460886), 'indian': np.float32(0.8793897), 'black': np.float32(0.14758465), 'white': np.float32(69.9327), 'middle eastern': np.float32(10.027779), 'latino hispanic': np.float32(14.866463)}",white,"{'x': 74, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (149, 113), 'right_eye': (106, 113)}",1.0,"{'Woman': np.float32(0.007294499), 'Man': np.float32(99.99271)}",Man
dlib/Tom_Daschle_-1.png,"{'asian': np.float32(3.1396945), 'indian': np.float32(14.574602), 'black': np.float32(1.0703897), 'white': np.float32(36.61718), 'middle eastern': np.float32(25.846445), 'latino hispanic': np.float32(18.751688)}",white,"{'x': 74, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (140, 110), 'right_eye': (104, 109)}",1.0,"{'Woman': np.float32(0.00020318039), 'Man': np.float32(99.999794)}",Man
dlib/Tom_Daschle_-20.png,"{'asian': np.float32(1.1705134), 'indian': np.float32(0.2399639), 'black': np.float32(0.017798452), 'white': np.float32(87.65933), 'middle eastern': np.float32(5.35851), 'latino hispanic': np.float32(5.55388)}",white,"{'x': 74, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (151, 114), 'right_eye': (105, 116)}",1.0,"{'Woman': np.float32(0.008415334), 'Man': np.float32(99.991585)}",Man
dlib/Tom_Daschle_-2.png,"{'asian': np.float32(10.883417), 'indian': np.float32(4.9139004), 'black': np.float32(1.4847568), 'white': np.float32(37.81176), 'middle eastern': np.float32(19.177721), 'latino hispanic': np.float32(25.728449)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (144, 113), 'right_eye': (104, 113)}",1.0,"{'Woman': np.float32(0.051633127), 'Man': np.float32(99.94836)}",Man
dlib/Tom_Daschle_-6.png,"{'asian': np.float32(0.22652614), 'indian': np.float32(0.07204209), 'black': np.float32(0.0066239596), 'white': np.float32(88.42234), 'middle eastern': np.float32(3.7728229), 'latino hispanic': np.float32(7.499642)}",white,"{'x': 74, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (147, 112), 'right_eye': (105, 114)}",1.0,"{'Woman': np.float32(0.01717629), 'Man': np.float32(99.98282)}",Man
dlib/Tom_Daschle_-15.png,"{'asian': np.float32(48.252834), 'indian': np.float32(7.1143456), 'black': np.float32(5.6941605), 'white': np.float32(10.064204), 'middle eastern': np.float32(3.574901), 'latino hispanic': np.float32(25.299553)}",asian,"{'x': 74, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (144, 114), 'right_eye': (108, 114)}",1.0,"{'Woman': np.float32(0.00080611435), 'Man': np.float32(99.99919)}",Man
dlib/Alvaro_Uribe_-4.png,"{'asian': np.float32(0.0003422607), 'indian': np.float32(0.0014291673), 'black': np.float32(9.180604e-06), 'white': np.float32(98.04514), 'middle eastern': np.float32(1.3002243), 'latino hispanic': np.float32(0.6528586)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (144, 110), 'right_eye': (105, 116)}",1.0,"{'Woman': np.float32(0.067194775), 'Man': np.float32(99.932816)}",Man
dlib/Alvaro_Uribe_-8.png,"{'asian': np.float32(0.054895155), 'indian': np.float32(0.5013447), 'black': np.float32(0.01560396), 'white': np.float32(68.51593), 'middle eastern': np.float32(20.370163), 'latino hispanic': np.float32(10.54207)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (141, 111), 'right_eye': (103, 112)}",1.0,"{'Woman': np.float32(0.08252991), 'Man': np.float32(99.917465)}",Man
dlib/Alvaro_Uribe_-5.png,"{'asian': np.float32(0.057579316), 'indian': np.float32(0.8599144), 'black': np.float32(0.015964027), 'white': np.float32(62.589294), 'middle eastern': np.float32(26.766808), 'latino hispanic': np.float32(9.710446)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (146, 111), 'right_eye': (105, 112)}",1.0,"{'Woman': np.float32(0.0035979033), 'Man': np.float32(99.9964)}",Man
dlib/Alvaro_Uribe_-19.png,"{'asian': np.float32(0.0012964496), 'indian': np.float32(0.12900315), 'black': np.float32(0.0002583852), 'white': np.float32(78.672775), 'middle eastern': np.float32(17.173597), 'latino hispanic': np.float32(4.0230727)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (143, 111), 'right_eye': (105, 113)}",1.0,"{'Woman': np.float32(0.049442433), 'Man': np.float32(99.950554)}",Man
dlib/Alvaro_Uribe_-18.png,"{'asian': np.float32(0.025942173), 'indian': np.float32(0.026310101), 'black': np.float32(0.00046249173), 'white': np.float32(90.57684), 'middle eastern': np.float32(6.129751), 'latino hispanic': np.float32(3.2406867)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (142, 112), 'right_eye': (104, 117)}",1.0,"{'Woman': np.float32(0.011175971), 'Man': np.float32(99.988815)}",Man
dlib/Alvaro_Uribe_-11.png,"{'asian': np.float32(0.06508131), 'indian': np.float32(0.84545714), 'black': np.float32(0.026141368), 'white': np.float32(58.90102), 'middle eastern': np.float32(29.371326), 'latino hispanic': np.float32(10.790974)}",white,"{'x': 74, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (147, 117), 'right_eye': (105, 113)}",1.0,"{'Woman': np.float32(0.010557302), 'Man': np.float32(99.98944)}",Man
dlib/Alvaro_Uribe_-10.png,"{'asian': np.float32(1.2841231), 'indian': np.float32(1.7876661), 'black': np.float32(0.13350539), 'white': np.float32(55.977684), 'middle eastern': np.float32(23.2342), 'latino hispanic': np.float32(17.58282)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (142, 113), 'right_eye': (102, 117)}",1.0,"{'Woman': np.float32(0.006160247), 'Man': np.float32(99.993835)}",Man
dlib/Alvaro_Uribe_-13.png,"{'asian': np.float32(0.10402737), 'indian': np.float32(0.4861552), 'black': np.float32(0.009968904), 'white': np.float32(68.24797), 'middle eastern': np.float32(19.167711), 'latino hispanic': np.float32(11.984158)}",white,"{'x': 74, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (147, 118), 'right_eye': (109, 115)}",1.0,"{'Woman': np.float32(0.08703314), 'Man': np.float32(99.91297)}",Man
dlib/Alvaro_Uribe_-7.png,"{'asian': np.float32(1.1275429), 'indian': np.float32(4.3675337), 'black': np.float32(0.4036039), 'white': np.float32(39.347057), 'middle eastern': np.float32(34.274433), 'latino hispanic': np.float32(20.479836)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (144, 112), 'right_eye': (104, 115)}",1.0,"{'Woman': np.float32(0.06456895), 'Man': np.float32(99.93543)}",Man
dlib/Alvaro_Uribe_-17.png,"{'asian': np.float32(0.09715992), 'indian': np.float32(0.45167837), 'black': np.float32(0.011163203), 'white': np.float32(70.14935), 'middle eastern': np.float32(19.89046), 'latino hispanic': np.float32(9.400186)}",white,"{'x': 80, 'y': 81, 'w': 90, 'h': 89, 'left_eye': (142, 111), 'right_eye': (109, 113)}",1.0,"{'Woman': np.float32(0.0120194005), 'Man': np.float32(99.98798)}",Man
dlib/Alvaro_Uribe_-14.png,"{'asian': np.float32(0.0005711884), 'indian': np.float32(0.019977478), 'black': np.float32(6.27653e-05), 'white': np.float32(92.31659), 'middle eastern': np.float32(6.274252), 'latino hispanic': np.float32(1.3885521)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (145, 114), 'right_eye': (105, 115)}",1.0,"{'Woman': np.float32(0.018084092), 'Man': np.float32(99.98192)}",Man
dlib/Alvaro_Uribe_-12.png,"{'asian': np.float32(3.8262167), 'indian': np.float32(9.760232), 'black': np.float32(2.9902618), 'white': np.float32(31.785807), 'middle eastern': np.float32(23.583591), 'latino hispanic': np.float32(28.053898)}",white,"{'x': 74, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (145, 107), 'right_eye': (105, 109)}",1.0,"{'Woman': np.float32(0.13208316), 'Man': np.float32(99.86791)}",Man
dlib/Alvaro_Uribe_-3.png,"{'asian': np.float32(0.0009725715), 'indian': np.float32(0.004142112), 'black': np.float32(3.1334566e-05), 'white': np.float32(96.50862), 'middle eastern': np.float32(2.3373835), 'latino hispanic': np.float32(1.1488413)}",white,"{'x': 74, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (144, 111), 'right_eye': (108, 116)}",1.0,"{'Woman': np.float32(0.023691813), 'Man': np.float32(99.97631)}",Man
dlib/Alvaro_Uribe_-9.png,"{'asian': np.float32(0.0001228357), 'indian': np.float32(0.003986542), 'black': np.float32(2.0942747e-05), 'white': np.float32(96.39832), 'middle eastern': np.float32(2.2051826), 'latino hispanic': np.float32(1.3923678)}",white,"{'x': 74, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (143, 107), 'right_eye': (104, 114)}",1.0,"{'Woman': np.float32(0.07449579), 'Man': np.float32(99.9255)}",Man
dlib/Alvaro_Uribe_-16.png,"{'asian': np.float32(0.068480484), 'indian': np.float32(0.70043236), 'black': np.float32(0.014395053), 'white': np.float32(67.95716), 'middle eastern': np.float32(23.36293), 'latino hispanic': np.float32(7.8965993)}",white,"{'x': 74, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (143, 109), 'right_eye': (102, 109)}",1.0,"{'Woman': np.float32(0.0072866706), 'Man': np.float32(99.992714)}",Man
dlib/Alvaro_Uribe_-1.png,"{'asian': np.float32(4.640202), 'indian': np.float32(7.7789125), 'black': np.float32(2.0573313), 'white': np.float32(37.782597), 'middle eastern': np.float32(24.626472), 'latino hispanic': np.float32(23.114485)}",white,"{'x': 74, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (149, 114), 'right_eye': (113, 112)}",1.0,"{'Woman': np.float32(0.018205823), 'Man': np.float32(99.981804)}",Man
dlib/Alvaro_Uribe_-20.png,"{'asian': np.float32(0.011866719), 'indian': np.float32(0.1790412), 'black': np.float32(0.0012797151), 'white': np.float32(76.36091), 'middle eastern': np.float32(18.142939), 'latino hispanic': np.float32(5.3039646)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (142, 120), 'right_eye': (106, 112)}",1.0,"{'Woman': np.float32(0.0012759262), 'Man': np.float32(99.998726)}",Man
dlib/Alvaro_Uribe_-2.png,"{'asian': np.float32(0.2273059), 'indian': np.float32(0.11662644), 'black': np.float32(0.006369558), 'white': np.float32(77.65689), 'middle eastern': np.float32(7.462188), 'latino hispanic': np.float32(14.530627)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (141, 113), 'right_eye': (105, 113)}",1.0,"{'Woman': np.float32(0.0044704517), 'Man': np.float32(99.99553)}",Man
dlib/Alvaro_Uribe_-6.png,"{'asian': np.float32(2.5725813), 'indian': np.float32(2.6423457), 'black': np.float32(0.6430889), 'white': np.float32(42.805473), 'middle eastern': np.float32(22.478039), 'latino hispanic': np.float32(28.858475)}",white,"{'x': 74, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (145, 118), 'right_eye': (110, 110)}",1.0,"{'Woman': np.float32(0.019355744), 'Man': np.float32(99.980644)}",Man
dlib/Alvaro_Uribe_-15.png,"{'asian': np.float32(0.16077863), 'indian': np.float32(2.3566368), 'black': np.float32(0.031914614), 'white': np.float32(39.029224), 'middle eastern': np.float32(44.34734), 'latino hispanic': np.float32(14.074102)}",middle eastern,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (143, 112), 'right_eye': (106, 113)}",1.0,"{'Woman': np.float32(0.07446868), 'Man': np.float32(99.92552)}",Man
dlib/Angelina_Jolie_-4.png,"{'asian': np.float32(10.235229), 'indian': np.float32(7.349049), 'black': np.float32(2.881272), 'white': np.float32(34.602207), 'middle eastern': np.float32(16.871597), 'latino hispanic': np.float32(28.060644)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (145, 116), 'right_eye': (104, 112)}",1.0,"{'Woman': np.float32(99.97871), 'Man': np.float32(0.021295516)}",Woman
dlib/Angelina_Jolie_-8.png,"{'asian': np.float32(0.08858176), 'indian': np.float32(0.046769407), 'black': np.float32(0.0023125866), 'white': np.float32(87.89657), 'middle eastern': np.float32(5.4097486), 'latino hispanic': np.float32(6.5560236)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (145, 114), 'right_eye': (103, 111)}",1.0,"{'Woman': np.float32(99.99392), 'Man': np.float32(0.006083317)}",Woman
